XP_035657343.1	PE_Scaf1142_1.4	PY_T04693
XP_035692086.1	PE_Scaf2957_7.4	PY_T15702
XP_035692088.1	PE_Scaf10773_0.3	PY_T23927
XP_035692112.1	PE_Scaf7130_7.8	PY_T16230
XP_035692114.1	PE_Scaf371_6.4	PY_T15808
XP_035692158.1	PE_Scaf5233_3.6	PY_T16778
XP_035692160.1	PE_Scaf4540_16.10	PY_T16592
XP_035692174.1	PE_Scaf7687_2.2	PY_T16073
XP_035692203.1	PE_Scaf9617_6.16	PY_T11371
XP_035692204.1	PE_Scaf11334_10.1	PY_T16357
XP_035692210.1	PE_Scaf9139_0.5	PY_T15975
XP_035692238.1	PE_Scaf6139_2.3	PY_T01195
XP_035692262.1	PE_Scaf9468_1.5	PY_T23776
XP_035692268.1	PE_Scaf7367_6.12	PY_T12771
XP_035692329.1	PE_Scaf708_0.4	PY_T20571
XP_035692354.1	PE_Scaf6904_0.5	PY_T20782
XP_035692373.1	PE_Scaf4110_6.3	PY_T01198
XP_035692377.1	PE_Scaf5164_0.4	PY_T20527
XP_035692378.1	PE_Scaf10378_2.13	PY_T19933
XP_035692389.1	PE_Scaf3937_24.2	PY_T20459
XP_035692411.1	PE_Scaf11853_1.8	PY_T20560
XP_035692429.1	PE_Scaf2312_0.6	PY_T20452
XP_035692431.1	PE_Scaf3937_17.2	PY_T03224
XP_035692454.1	PE_Scaf2514_6.7	PY_T20333
XP_035692455.1	PE_Scaf10981_3.19	PY_T09387
XP_035692458.1	PE_Scaf9177_1.1	PY_T25612
XP_035692469.1	PE_Scaf11945_2.2	PY_T20251
XP_035692479.1	PE_Scaf10911_5.6	PY_T22037
XP_035692480.1	PE_Scaf2644_4.3	PY_T18684
XP_035692501.1	PE_Scaf444_15.5	PY_T20228
XP_035692502.1	PE_Scaf7146_1.4	PY_T23735
XP_035692521.1	PE_Scaf8503_1.3	PY_T20937
XP_035692543.1	PE_Scaf8731_0.7	PY_T20353
XP_035692550.1	PE_Scaf9437_2.5	PY_T10104
XP_035692577.1	PE_Scaf8255_6.6	PY_T20410
XP_035692583.1	PE_Scaf4110_5.11	PY_T09393
XP_035692584.1	PE_Scaf3049_5.4	PY_T20027
XP_035692622.1	PE_Scaf2594_6.3	PY_T20778
XP_035692626.1	PE_Scaf6459_3.7	PY_T20483
XP_035692636.1	PE_Scaf10974_2.11	PY_T10392
XP_035692649.1	PE_Scaf10484_0.12	PY_T20360
XP_035692675.1	PE_Scaf9437_2.6	PY_T10103
XP_035692685.1	PE_Scaf4110_5.12	PY_T09392
XP_035692697.1	PE_Scaf3663_2.13	PY_T20697
XP_035692712.1	PE_Scaf3950_4.18	PY_T10449
XP_035692719.1	PE_Scaf11976_11.4	PY_T20309
XP_035692736.1	PE_Scaf8881_6.9	PY_T20615
XP_035692741.1	PE_Scaf10354_2.4	PY_T20753
XP_035692743.1	PE_Scaf10866_6.6	PY_T20805
XP_035692771.1	PE_Scaf12018_0.5	PY_T20576
XP_035692786.1	PE_Scaf11120_8.6	PY_T13430
XP_035692789.1	PE_Scaf8686_15.4	PY_T20854
XP_035692790.1	PE_Scaf2264_0.3	PY_T19209
XP_035692818.1	PE_Scaf7827_4.8	PY_T20850
XP_035692820.1	PE_Scaf4756_10.10	PY_T21399
XP_035692822.1	PE_Scaf11703_3.5	PY_T20295
XP_035692845.1	PE_Scaf7473_5.4	PY_T20405
XP_035692851.1	PE_Scaf9744_0.7	PY_T18241
XP_035692866.1	PE_Scaf8686_16.10	PY_T20853
XP_035692876.1	PE_Scaf12358_11.8	PY_T20382
XP_035692882.1	PE_Scaf4051_3.5	PY_T08662
XP_035692883.1	PE_Scaf4468_14.11	PY_T20189
XP_035692892.1	PE_Scaf8070_2.17	PY_T20292
XP_035692901.1	PE_Scaf735_20.12	PY_T10182
XP_035692904.1	PE_Scaf12018_3.4	PY_T20684
XP_035692964.1	PE_Scaf10753_6.4	PY_T10005
XP_035692965.1	PE_Scaf4561_2.4	PY_T20540
XP_035692970.1	PE_Scaf7367_6.13	PY_T20062
XP_035692972.1	PE_Scaf8013_1.2	PY_T20029
XP_035692976.1	PE_Scaf9706_15.11	PY_T18655
XP_035692978.1	PE_Scaf3663_2.14	PY_T20698
XP_035692986.1	PE_Scaf10753_7.12	PY_T10634
XP_035692990.1	PE_Scaf12102_3.14	PY_T20871
XP_035692996.1	PE_Scaf3512_16.4	PY_T20316
XP_035693012.1	PE_Scaf4301_0.3	PY_T20415
XP_035693014.1	PE_Scaf6911_1.14	PY_T20374
XP_035693043.1	PE_Scaf6397_2.9	PY_T20245
XP_035693045.1	PE_Scaf11945_4.2	PY_T20874
XP_035693046.1	PE_Scaf12149_2.4	PY_T21967
XP_035693052.1	PE_Scaf9483_0.3	PY_T20187
XP_035693078.1	PE_Scaf1438_6.9	PY_T20812
XP_035693079.1	PE_Scaf2592_3.11	PY_T20509
XP_035693080.1	PE_Scaf2592_3.10	PY_T20510
XP_035693097.1	PE_Scaf1690_0.5	PY_T20133
XP_035693098.1	PE_Scaf5430_3.14	PY_T20134
XP_035693103.1	PE_Scaf1834_14.6	PY_T20045
XP_035693114.1	PE_Scaf12047_9.12	PY_T05428
XP_035693115.1	PE_Scaf3888_2.5	PY_T20425
XP_035693116.1	PE_Scaf9537_8.16	PY_T20649
XP_035693127.1	PE_Scaf12280_0.2	PY_T03254
XP_035693130.1	PE_Scaf7105_7.3	PY_T20166
XP_035693133.1	PE_Scaf870_3.15	PY_T23670
XP_035693139.1	PE_Scaf1776_2.3	PY_T20135
XP_035693143.1	PE_Scaf9044_0.14	PY_T20943
XP_035693144.1	PE_Scaf9402_6.10	PY_T20144
XP_035693146.1	PE_Scaf5219_2.6	PY_T20544
XP_035693165.1	PE_Scaf11306_3.2	PY_T20616
XP_035693170.1	PE_Scaf5997_2.0	PY_T20547
XP_035693172.1	PE_Scaf10773_3.3	PY_T16329
XP_035693174.1	PE_Scaf11208_0.5	PY_T19996
XP_035693181.1	PE_Scaf10861_2.5	PY_T19224
XP_035693214.1	PE_Scaf2180_5.4	PY_T20847
XP_035693228.1	PE_Scaf8686_16.4	PY_T20252
XP_035693233.1	PE_Scaf8109_2.6	PY_T22557
XP_035693244.1	PE_Scaf4918_4.3	PY_T20654
XP_035693249.1	PE_Scaf8686_19.7	PY_T20218
XP_035693250.1	PE_Scaf5836_8.5	PY_T20411
XP_035693263.1	PE_Scaf10269_5.14	PY_T17831
XP_035693264.1	PE_Scaf8214_0.4	PY_T02182
XP_035693271.1	PE_Scaf10591_2.3	PY_T20361
XP_035693282.1	PE_Scaf4145_6.4	PY_T20748
XP_035693295.1	PE_Scaf8255_6.4	PY_T20090
XP_035693317.1	PE_Scaf8196_1.8	PY_T18602
XP_035693321.1	PE_Scaf6397_2.15	PY_T20244
XP_035693327.1	PE_Scaf10622_4.4	PY_T20355
XP_035693331.1	PE_Scaf3694_1.7	PY_T10019
XP_035693364.1	PE_Scaf8450_0.8	PY_T14782
XP_035693400.1	PE_Scaf4936_1.10	PY_T16003
XP_035693404.1	PE_Scaf2514_6.8	PY_T20193
XP_035693435.1	PE_Scaf9099_15.4	PY_T09586
XP_035693443.1	PE_Scaf3383_4.1	PY_T02293
XP_035693445.1	PE_Scaf12037_6.11	PY_T10006
XP_035693487.1	PE_Scaf5198_0.7	PY_T20769
XP_035693489.1	PE_Scaf2724_8.16	PY_T09886
XP_035693514.1	PE_Scaf11210_1.2	PY_T20428
XP_035693515.1	PE_Scaf10930_3.9	PY_T10065
XP_035693535.1	PE_Scaf5836_5.12	PY_T20843
XP_035693566.1	PE_Scaf5836_8.4	PY_T20848
XP_035693575.1	PE_Scaf6145_2.7	PY_T16409
XP_035693588.1	PE_Scaf622_3.2	PY_T19018
XP_035693597.1	PE_Scaf4287_1.1	PY_T20085
XP_035693603.1	PE_Scaf2177_3.13	PY_T10765
XP_035693614.1	PE_Scaf10930_4.3	PY_T10066
XP_035693621.1	PE_Scaf8933_4.10	PY_T20763
XP_035693665.1	PE_Scaf8480_2.2	PY_T21891
XP_035693667.1	PE_Scaf4264_3.5	PY_T09573
XP_035693668.1	PE_Scaf8575_4.6	PY_T20630
XP_035693674.1	PE_Scaf1834_7.1	PY_T19975
XP_035693702.1	PE_Scaf11646_0.1	PY_T20931
XP_035693709.1	PE_Scaf12503_0.2	PY_T20762
XP_035693717.1	PE_Scaf10726_0.2	PY_T20631
XP_035693718.1	PE_Scaf9162_3.21	PY_T02296
XP_035693737.1	PE_Scaf11976_9.6	PY_T20521
XP_035693743.1	PE_Scaf11821_0.7	PY_T04483
XP_035693744.1	PE_Scaf1147_0.3	PY_T00608
XP_035693745.1	PE_Scaf3111_7.0	PY_T09368
XP_035693761.1	PE_Scaf8991_0.5	PY_T20562
XP_035693764.1	PE_Scaf4640_8.2	PY_T05564
XP_035693769.1	PE_Scaf10847_0.4	PY_T00348
XP_035693777.1	PE_Scaf8463_3.9	PY_T20391
XP_035693808.1	PE_Scaf11863_0.21	PY_T17538
XP_035693812.1	PE_Scaf421_2.8	PY_T18890
XP_035693849.1	PE_Scaf3694_1.8	PY_T01543
XP_035693853.1	PE_Scaf9055_0.6	PY_T20855
XP_035693867.1	PE_Scaf7498_1.14	PY_T20677
XP_035693876.1	PE_Scaf1834_14.8	PY_T20786
XP_035693894.1	PE_Scaf2488_5.4	PY_T03253
XP_035693902.1	PE_Scaf7568_1.19	PY_T20621
XP_035693923.1	PE_Scaf1580_1.7	PY_T20685
XP_035693928.1	PE_Scaf6123_4.7	PY_T20701
XP_035693968.1	PE_Scaf2192_18.4	PY_T19932
XP_035693995.1	PE_Scaf1666_2.7	PY_T20529
XP_035694004.1	PE_Scaf8464_0.4	PY_T20167
XP_035694014.1	PE_Scaf10593_0.2	PY_T20607
XP_035694015.1	PE_Scaf7253_1.5	PY_T22349
XP_035694036.1	PE_Scaf9001_3.7	PY_T20239
XP_035694041.1	PE_Scaf12039_15.2	PY_T04978
XP_035694042.1	PE_Scaf6459_2.11	PY_T22034
XP_035694045.1	PE_Scaf5334_3.4	PY_T20606
XP_035694059.1	PE_Scaf4548_8.26	PY_T20440
XP_035694061.1	PE_Scaf2592_3.12	PY_T20337
XP_035694062.1	PE_Scaf2592_3.9	PY_T20338
XP_035694073.1	PE_Scaf12695_9.2	PY_T20519
XP_035694103.1	PE_Scaf6877_8.4	PY_T24528
XP_035694106.1	PE_Scaf3326_0.6	PY_T20781
XP_035694113.1	PE_Scaf5836_9.3	PY_T20356
XP_035694117.1	PE_Scaf4918_5.6	PY_T20165
XP_035694132.1	PE_Scaf20_1.18	PY_T20427
XP_035694140.1	PE_Scaf8615_7.4	PY_T20946
XP_035694167.1	PE_Scaf12326_9.7	PY_T20518
XP_035694185.1	PE_Scaf484_1.6	PY_T03275
XP_035694187.1	PE_Scaf1834_13.2	PY_T20484
XP_035694192.1	PE_Scaf12039_16.4	PY_T04977
XP_035694207.1	PE_Scaf812_7.8	PY_T09885
XP_035694217.1	PE_Scaf6732_3.2	PY_T02178
XP_035694219.1	PE_Scaf11703_0.6	PY_T20249
XP_035694237.1	PE_Scaf9915_0.3	PY_T20282
XP_035694269.1	PE_Scaf10935_4.6	PY_T22118
XP_035694321.1	PE_Scaf9104_4.2	PY_T06014
XP_035694324.1	PE_Scaf12080_2.4	PY_T05704
XP_035694337.1	PE_Scaf3950_4.8	PY_T10447
XP_035694344.1	PE_Scaf6352_0.5	PY_T12754
XP_035694348.1	PE_Scaf8410_2.1	PY_T10493
XP_035694384.1	PE_Scaf3967_12.3	PY_T05491
XP_035694405.1	PE_Scaf8179_1.9	PY_T14665
XP_035694417.1	PE_Scaf7897_0.5	PY_T15729
XP_035694431.1	PE_Scaf5802_8.5	PY_T06291
XP_035694436.1	PE_Scaf3444_6.7	PY_T05773
XP_035694438.1	PE_Scaf10040_0.18	PY_T06444
XP_035694448.1	PE_Scaf2192_2.7	PY_T05193
XP_035694452.1	PE_Scaf5790_2.5	PY_T05832
XP_035694467.1	PE_Scaf6111_1.4	PY_T05990
XP_035694477.1	PE_Scaf5802_13.6	PY_T05749
XP_035694500.1	PE_Scaf12639_2.11	PY_T05366
XP_035694510.1	PE_Scaf4640_6.5	PY_T05444
XP_035694518.1	PE_Scaf3512_1.7	PY_T05779
XP_035694533.1	PE_Scaf11091_6.3	PY_T07992
XP_035694536.1	PE_Scaf9303_0.8	PY_T05982
XP_035694541.1	PE_Scaf9628_6.3	PY_T18813
XP_035694543.1	PE_Scaf3512_15.18	PY_T06105
XP_035694544.1	PE_Scaf3991_1.13	PY_T05451
XP_035694546.1	PE_Scaf7478_13.4	PY_T18653
XP_035694562.1	PE_Scaf3512_2.5	PY_T00900
XP_035694589.1	PE_Scaf3444_4.3	PY_T06103
XP_035694597.1	PE_Scaf7072_1.9	PY_T01861
XP_035694606.1	PE_Scaf10040_0.14	PY_T06445
XP_035694612.1	PE_Scaf1503_0.7	PY_T05464
XP_035694613.1	PE_Scaf1546_1.6	PY_T06004
XP_035694614.1	PE_Scaf10543_0.4	PY_T05221
XP_035694619.1	PE_Scaf825_1.8	PY_T05042
XP_035694623.1	PE_Scaf9608_5.12	PY_T06133
XP_035694628.1	PE_Scaf10790_4.10	PY_T05441
XP_035694629.1	PE_Scaf9301_2.10	PY_T05312
XP_035694630.1	PE_Scaf6417_0.2	PY_T05512
XP_035694639.1	PE_Scaf390_0.15	PY_T09274
XP_035694641.1	PE_Scaf10839_2.7	PY_T05821
XP_035694644.1	PE_Scaf5897_1.4	PY_T06159
XP_035694645.1	PE_Scaf10636_16.4	PY_T02142
XP_035694653.1	PE_Scaf1558_6.7	PY_T06355
XP_035694660.1	PE_Scaf3512_13.4	PY_T06206
XP_035694666.1	PE_Scaf11661_5.7	PY_T16162
XP_035694668.1	PE_Scaf2903_0.10	PY_T05328
XP_035694670.1	PE_Scaf3512_6.29	PY_T05383
XP_035694685.1	PE_Scaf12326_12.15	PY_T05842
XP_035694713.1	PE_Scaf2260_0.11	PY_T15599
XP_035694726.1	PE_Scaf4355_1.7	PY_T06261
XP_035694727.1	PE_Scaf3512_15.14	PY_T01058
XP_035694734.1	PE_Scaf3512_13.8	PY_T01057
XP_035694762.1	PE_Scaf4144_1.11	PY_T06507
XP_035694781.1	PE_Scaf7459_0.4	PY_T05778
XP_035694813.1	PE_Scaf3240_2.5	PY_T05932
XP_035694826.1	PE_Scaf655_1.19	PY_T05449
XP_035694828.1	PE_Scaf655_1.20	PY_T05447
XP_035694835.1	PE_Scaf11091_1.5	PY_T06470
XP_035694836.1	PE_Scaf2901_10.7	PY_T06443
XP_035694837.1	PE_Scaf10309_4.9	PY_T22695
XP_035694849.1	PE_Scaf4465_0.0	PY_T16579
XP_035694851.1	PE_Scaf6245_1.8	PY_T05128
XP_035694852.1	PE_Scaf7206_3.16	PY_T06331
XP_035694857.1	PE_Scaf6245_1.7	PY_T05129
XP_035694860.1	PE_Scaf8333_3.23	PY_T06049
XP_035694872.1	PE_Scaf3455_4.9	PY_T25505
XP_035694883.1	PE_Scaf1480_2.3	PY_T05161
XP_035694887.1	PE_Scaf3442_10.14	PY_T05782
XP_035694889.1	PE_Scaf6245_6.11	PY_T20040
XP_035694890.1	PE_Scaf9323_5.14	PY_T06243
XP_035694895.1	PE_Scaf9323_5.10	PY_T06242
XP_035694898.1	PE_Scaf6245_6.10	PY_T05887
XP_035694905.1	PE_Scaf6297_1.8	PY_T25575
XP_035694907.1	PE_Scaf2724_4.2	PY_T05173
XP_035694912.1	PE_Scaf10839_4.5	PY_T06540
XP_035694914.1	PE_Scaf10839_3.4	PY_T06541
XP_035694930.1	PE_Scaf9907_3.0	PY_T06292
XP_035694943.1	PE_Scaf2943_2.10	PY_T05233
XP_035694956.1	PE_Scaf3240_2.10	PY_T05608
XP_035694959.1	PE_Scaf7942_9.3	PY_T05272
XP_035694960.1	PE_Scaf11944_6.16	PY_T06558
XP_035694974.1	PE_Scaf12326_6.4	PY_T05843
XP_035694975.1	PE_Scaf9708_8.2	PY_T05819
XP_035694977.1	PE_Scaf8416_6.3	PY_T09845
XP_035694979.1	PE_Scaf949_0.13	PY_T00507
XP_035694986.1	PE_Scaf6297_1.9	PY_T05436
XP_035694987.1	PE_Scaf6672_1.2	PY_T05454
XP_035694988.1	PE_Scaf977_6.12	PY_T05437
XP_035694990.1	PE_Scaf3111_11.7	PY_T21949
XP_035694997.1	PE_Scaf6245_3.5	PY_T05473
XP_035695054.1	PE_Scaf5802_13.5	PY_T06209
XP_035695060.1	PE_Scaf1648_0.2	PY_T03527
XP_035695070.1	PE_Scaf3967_15.6	PY_T05992
XP_035695075.1	PE_Scaf3885_0.10	PY_T26332
XP_035695082.1	PE_Scaf1625_2.5	PY_T05882
XP_035695091.1	PE_Scaf1323_0.13	PY_T05245
XP_035695092.1	PE_Scaf9736_5.4	PY_T05673
XP_035695093.1	PE_Scaf8416_12.4	PY_T05818
XP_035695102.1	PE_Scaf12326_12.17	PY_T05058
XP_035695106.1	PE_Scaf12517_8.6	PY_T17739
XP_035695110.1	PE_Scaf10543_0.3	PY_T05222
XP_035695140.1	PE_Scaf746_2.5	PY_T00877
XP_035695168.1	PE_Scaf2192_4.3	PY_T06556
XP_035695169.1	PE_Scaf8416_10.6	PY_T05991
XP_035695175.1	PE_Scaf825_1.7	PY_T05043
XP_035695177.1	PE_Scaf7619_2.8	PY_T15036
XP_035695192.1	PE_Scaf2145_1.1	PY_T05770
XP_035695193.1	PE_Scaf10790_4.26	PY_T05296
XP_035695194.1	PE_Scaf10320_4.11	PY_T03232
XP_035695207.1	PE_Scaf3896_4.4	PY_T03185
XP_035695224.1	PE_Scaf4774_3.21	PY_T06100
XP_035695281.1	PE_Scaf2901_3.7	PY_T05321
XP_035695297.1	PE_Scaf12390_3.5	PY_T05241
XP_035695315.1	PE_Scaf4510_17.21	PY_T05226
XP_035695319.1	PE_Scaf12208_13.3	PY_T20041
XP_035695320.1	PE_Scaf2852_3.4	PY_T24120
XP_035695323.1	PE_Scaf2440_1.5	PY_T06459
XP_035695330.1	PE_Scaf4510_22.14	PY_T06469
XP_035695332.1	PE_Scaf8333_2.18	PY_T05610
XP_035695333.1	PE_Scaf8480_3.3	PY_T07030
XP_035695335.1	PE_Scaf10330_0.5	PY_T06410
XP_035695336.1	PE_Scaf2696_26.5	PY_T05785
XP_035695360.1	PE_Scaf11091_5.5	PY_T05615
XP_035695363.1	PE_Scaf3520_3.0	PY_T06268
XP_035695365.1	PE_Scaf6851_0.4	PY_T06333
XP_035695368.1	PE_Scaf1546_3.5	PY_T06006
XP_035695386.1	PE_Scaf3455_3.2	PY_T06317
XP_035695393.1	PE_Scaf5790_3.4	PY_T06184
XP_035695395.1	PE_Scaf1102_11.7	PY_T06179
XP_035695404.1	PE_Scaf3991_1.9	PY_T06304
XP_035695411.1	PE_Scaf7427_2.7	PY_T06448
XP_035695428.1	PE_Scaf2192_1.8	PY_T05618
XP_035695429.1	PE_Scaf3985_1.3	PY_T05309
XP_035695440.1	PE_Scaf12435_1.5	PY_T19095
XP_035695449.1	PE_Scaf1503_3.13	PY_T06076
XP_035695463.1	PE_Scaf3638_3.8	PY_T24080
XP_035695474.1	PE_Scaf8592_2.3	PY_T05375
XP_035695477.1	PE_Scaf9099_3.7	PY_T09569
XP_035695502.1	PE_Scaf6297_0.3	PY_T05434
XP_035695504.1	PE_Scaf3985_1.4	PY_T05858
XP_035695505.1	PE_Scaf4659_2.4	PY_T09889
XP_035695512.1	PE_Scaf11794_1.5	PY_T05385
XP_035695513.1	PE_Scaf3512_12.16	PY_T06207
XP_035695531.1	PE_Scaf4060_1.6	PY_T05574
XP_035695536.1	PE_Scaf1558_5.10	PY_T06356
XP_035695537.1	PE_Scaf4659_2.5	PY_T10099
XP_035695548.1	PE_Scaf9046_4.2	PY_T05076
XP_035695551.1	PE_Scaf2432_0.2	PY_T10533
XP_035695553.1	PE_Scaf8412_5.8	PY_T05224
XP_035695554.1	PE_Scaf8094_2.14	PY_T05217
XP_035695555.1	PE_Scaf1546_4.9	PY_T06310
XP_035695558.1	PE_Scaf11661_18.2	PY_T08859
XP_035695560.1	PE_Scaf4774_3.11	PY_T05715
XP_035695561.1	PE_Scaf4774_3.13	PY_T05714
XP_035695564.1	PE_Scaf12326_12.19	PY_T06357
XP_035695568.1	PE_Scaf3442_10.15	PY_T05781
XP_035695569.1	PE_Scaf12390_2.13	PY_T16587
XP_035695576.1	PE_Scaf2724_3.9	PY_T05174
XP_035695580.1	PE_Scaf10083_0.12	PY_T05949
XP_035695586.1	PE_Scaf3444_3.6	PY_T06104
XP_035695587.1	PE_Scaf12517_9.2	PY_T06132
XP_035695600.1	PE_Scaf8094_1.7	PY_T06285
XP_035695602.1	PE_Scaf6854_15.9	PY_T06010
XP_035695620.1	PE_Scaf3512_8.6	PY_T06305
XP_035695621.1	PE_Scaf9907_4.14	PY_T00809
XP_035695624.1	PE_Scaf9907_4.38	PY_T06161
XP_035695632.1	PE_Scaf7807_0.3	PY_T05926
XP_035695636.1	PE_Scaf7807_1.1	PY_T05927
XP_035695638.1	PE_Scaf8094_2.19	PY_T05712
XP_035695641.1	PE_Scaf4510_22.7	PY_T05553
XP_035695648.1	PE_Scaf2696_14.1	PY_T06406
XP_035695654.1	PE_Scaf8439_11.13	PY_T12756
XP_035695659.1	PE_Scaf3126_3.4	PY_T05902
XP_035695665.1	PE_Scaf11579_0.7	PY_T19885
XP_035695674.1	PE_Scaf9708_5.4	PY_T05254
XP_035695683.1	PE_Scaf5390_2.6	PY_T09718
XP_035695696.1	PE_Scaf8333_3.13	PY_T05933
XP_035695699.1	PE_Scaf2864_0.6	PY_T06412
XP_035695704.1	PE_Scaf6246_0.5	PY_T09843
XP_035695707.1	PE_Scaf1715_0.4	PY_T06005
XP_035695718.1	PE_Scaf2145_7.11	PY_T05059
XP_035695742.1	PE_Scaf3442_10.19	PY_T06496
XP_035695752.1	PE_Scaf6601_2.7	PY_T10084
XP_035695757.1	PE_Scaf11253_9.8	PY_T05845
XP_035695784.1	PE_Scaf2100_19.11	PY_T00763
XP_035695795.1	PE_Scaf1511_5.14	PY_T05431
XP_035695796.1	PE_Scaf2440_4.5	PY_T06092
XP_035695797.1	PE_Scaf9639_2.4	PY_T10368
XP_035695832.1	PE_Scaf3331_8.18	PY_T21558
XP_035695839.1	PE_Scaf1593_0.11	PY_T05630
XP_035695856.1	PE_Scaf7894_3.3	PY_T06034
XP_035695884.1	PE_Scaf7942_7.3	PY_T07950
XP_035695890.1	PE_Scaf3885_0.11	PY_T06065
XP_035695893.1	PE_Scaf6854_15.16	PY_T05974
XP_035695894.1	PE_Scaf9099_1.2	PY_T10390
XP_035695902.1	PE_Scaf12208_6.7	PY_T05252
XP_035695911.1	PE_Scaf11944_6.8	PY_T05423
XP_035695912.1	PE_Scaf9140_10.10	PY_T06550
XP_035695919.1	PE_Scaf9104_2.12	PY_T06309
XP_035695920.1	PE_Scaf4854_5.4	PY_T05116
XP_035695923.1	PE_Scaf3635_1.1	PY_T14670
XP_035695927.1	PE_Scaf12081_3.6	PY_T05364
XP_035695962.1	PE_Scaf4257_3.1	PY_T05200
XP_035695963.1	PE_Scaf9690_8.4	PY_T05103
XP_035695969.1	PE_Scaf2844_4.2	PY_T06195
XP_035695971.1	PE_Scaf11944_6.15	PY_T06212
XP_035695974.1	PE_Scaf7894_0.6	PY_T05183
XP_035695981.1	PE_Scaf8070_1.10	PY_T10425
XP_035695989.1	PE_Scaf3240_5.6	PY_T05647
XP_035695999.1	PE_Scaf6297_0.8	PY_T05435
XP_035696005.1	PE_Scaf7942_3.3	PY_T06535
XP_035696014.1	PE_Scaf9665_0.2	PY_T18983
XP_035696017.1	PE_Scaf9099_6.4	PY_T10501
XP_035696019.1	PE_Scaf4774_1.6	PY_T06059
XP_035696022.1	PE_Scaf8672_1.11	PY_T19555
XP_035696026.1	PE_Scaf3455_4.17	PY_T06316
XP_035696041.1	PE_Scaf12684_3.18	PY_T09682
XP_035696063.1	PE_Scaf6452_1.7	PY_T16690
XP_035696064.1	PE_Scaf3442_10.26	PY_T06462
XP_035696066.1	PE_Scaf3512_3.8	PY_T03113
XP_035696093.1	PE_Scaf4383_0.12	PY_T18309
XP_035696095.1	PE_Scaf8593_0.5	PY_T05372
XP_035696098.1	PE_Scaf3444_5.2	PY_T06102
XP_035696119.1	PE_Scaf6732_2.1	PY_T20811
XP_035696121.1	PE_Scaf8516_1.22	PY_T00266
XP_035696130.1	PE_Scaf8333_2.20	PY_T06047
XP_035696132.1	PE_Scaf7255_2.15	PY_T15439
XP_035696144.1	PE_Scaf11952_6.5	PY_T05255
XP_035696149.1	PE_Scaf8516_1.6	PY_T05320
XP_035696173.1	PE_Scaf4608_2.5	PY_T05220
XP_035696177.1	PE_Scaf4724_1.8	PY_T11628
XP_035696184.1	PE_Scaf2440_4.8	PY_T06094
XP_035696189.1	PE_Scaf12326_7.2	PY_T05552
XP_035696207.1	PE_Scaf1121_5.5	PY_T06193
XP_035696209.1	PE_Scaf11208_4.11	PY_T05439
XP_035696219.1	PE_Scaf2844_4.3	PY_T05607
XP_035696231.1	PE_Scaf1399_8.5	PY_T06432
XP_035696233.1	PE_Scaf4540_1.3	PY_T10586
XP_035696240.1	PE_Scaf1623_0.12	PY_T06421
XP_035696254.1	PE_Scaf2695_0.2	PY_T05294
XP_035696255.1	PE_Scaf12390_2.7	PY_T05124
XP_035696257.1	PE_Scaf2145_2.7	PY_T05523
XP_035696261.1	PE_Scaf2473_0.0	PY_T21497
XP_035696269.1	PE_Scaf12047_1.16	PY_T05495
XP_035696270.1	PE_Scaf12047_1.18	PY_T05106
XP_035696287.1	PE_Scaf4774_3.12	PY_T05716
XP_035696297.1	PE_Scaf11952_3.1	PY_T05198
XP_035696304.1	PE_Scaf678_2.7	PY_T06409
XP_035696315.1	PE_Scaf1491_1.5	PY_T03910
XP_035696318.1	PE_Scaf10545_0.2	PY_T05370
XP_035696320.1	PE_Scaf8599_3.9	PY_T10482
XP_035696326.1	PE_Scaf10196_3.10	PY_T10474
XP_035696372.1	PE_Scaf2870_5.2	PY_T10506
XP_035696374.1	PE_Scaf11082_4.8	PY_T21968
XP_035696377.1	PE_Scaf11176_1.1	PY_T21300
XP_035696383.1	PE_Scaf7978_5.16	PY_T21299
XP_035696400.1	PE_Scaf3482_0.8	PY_T18916
XP_035696421.1	PE_Scaf7645_7.6	PY_T21621
XP_035696424.1	PE_Scaf4003_0.3	PY_T10551
XP_035696431.1	PE_Scaf1080_0.6	PY_T22335
XP_035696436.1	PE_Scaf6862_0.2	PY_T10163
XP_035696480.1	PE_Scaf9844_0.12	PY_T21175
XP_035696505.1	PE_Scaf8951_0.4	PY_T21768
XP_035696508.1	PE_Scaf8023_4.5	PY_T21200
XP_035696513.1	PE_Scaf7946_1.3	PY_T10629
XP_035696531.1	PE_Scaf6782_21.4	PY_T21219
XP_035696537.1	PE_Scaf11853_1.7	PY_T21192
XP_035696549.1	PE_Scaf332_2.6	PY_T02110
XP_035696569.1	PE_Scaf5302_8.1	PY_T21770
XP_035696604.1	PE_Scaf10079_1.9	PY_T21841
XP_035696615.1	PE_Scaf10079_1.15	PY_T21842
XP_035696618.1	PE_Scaf8674_3.4	PY_T21223
XP_035696619.1	PE_Scaf11769_5.9	PY_T17284
XP_035696622.1	PE_Scaf10115_1.7	PY_T21732
XP_035696624.1	PE_Scaf11704_11.4	PY_T21298
XP_035696643.1	PE_Scaf5230_2.11	PY_T09992
XP_035696644.1	PE_Scaf2238_2.7	PY_T21360
XP_035696651.1	PE_Scaf4772_4.8	PY_T21595
XP_035696687.1	PE_Scaf9780_1.11	PY_T21245
XP_035696710.1	PE_Scaf12359_2.6	PY_T09437
XP_035696717.1	PE_Scaf10224_0.1	PY_T06306
